No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,Dividend Yield,Payout Ratio,EPS (ttm),EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,EPS growth quarter over quarter,Sales growth quarter over quarter,Company,Industry,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Performance (Week),Performance (Month),Performance (Quarter),Industry,Country,Performance (Year),Performance (YTD),Beta,Average True Range,Volatility (Week),Volatility (Month),20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,50-Day High,50-Day Low,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Analyst Recom,Average Volume,Relative Volume,Price,Change,Volume,Earnings Date
5068,PPSI,"Pioneer Power Solutions, Inc.",Industrial Goods,Industrial Electrical Equipment,USA,65.19,,11.21,,0.58,2.23,81.49,,,,-0.02,131.60%,50.00%,-27.70%,6.00%,17.70%,107.80%,18.10%,"Pioneer Power Solutions, Inc.",Industrial Electrical Equipment,3.37,61.89%,0.00%,18.10%,3.04%,3.21%,2.2,-0.30%,-0.70%,-5.70%,1.2,0.5,0.14,0.96,21.90%,2.30%,-0.20%,-14.94%,-8.64%,38.97%,Industrial Electrical Equipment,USA,129.10%,24.37%,2.41,0.63,6.91%,7.61%,-13.30%,6.38%,26.59%,-21.28%,46.53%,-21.28%,142.46%,42.71,-1.33%,0.00%,2,49.15,2.31,7.4,-1.33%,113550,3/28/2017 16:30
5069,PPT,Putnam Premier Income Trust,Financial,Closed-End Fund - Debt,USA,,,,,,1,,,,,-0.18,,,0.00%,,,,,Putnam Premier Income Trust,Closed-End Fund - Debt,,,,,,,1.09,,,,,,,,,,,0.76%,5.53%,11.55%,Closed-End Fund - Debt,USA,24.45%,6.59%,,0.04,0.57%,0.71%,0.73%,4.53%,10.90%,-0.75%,10.25%,-0.75%,25.28%,69.3,0.00%,0.19%,,590,1.34,5.27,0.19%,788629,
5070,PQ,"PetroQuest Energy, Inc.",Basic Materials,Independent Oil & Gas,USA,88.11,,,,1.2,,2.61,,,,-8.96,44.50%,75.60%,-55.00%,29.00%,-8.30%,58.80%,-36.40%,"PetroQuest Energy, Inc.",Independent Oil & Gas,19.36,5.40%,-0.26%,43.80%,13.93%,1.55%,2.39,-60.00%,73.40%,-160.30%,0.7,0.7,,,58.20%,,,10.20%,10.20%,33.84%,Independent Oil & Gas,USA,126.02%,33.84%,2.01,0.3,8.92%,7.17%,7.33%,11.04%,32.88%,-1.34%,33.84%,-1.77%,191.45%,62.64,3.02%,3.37%,2.4,125.36,4.86,4.43,6.49%,608608,3/7/2017 16:30
5071,PRA,ProAssurance Corporation,Financial,Property & Casualty Insurance,USA,3021.47,23.03,24.5,0.86,3.59,1.47,23.44,182.02,2.19%,58.00%,2.46,-36.00%,3.59%,-10.10%,26.65%,2.70%,234.00%,25.60%,ProAssurance Corporation,Property & Casualty Insurance,52.3,1.90%,0.00%,82.90%,0.14%,0.87%,2.25,2.70%,6.50%,5.70%,,,0.17,0.17,,18.80%,15.60%,1.71%,2.54%,13.25%,Property & Casualty Insurance,USA,23.64%,0.62%,0.45,0.7,0.92%,1.21%,2.49%,1.63%,12.87%,-3.29%,7.60%,-3.29%,31.76%,59.05,0.00%,-0.35%,2.5,202.99,0.96,56.55,-0.35%,194572,2/22/2017 16:30
5072,PRAA,"PRA Group, Inc.",Services,Business Services,USA,1939.74,13.7,12.78,0.91,2.14,2.08,21.13,11.86,,0.00%,3.08,-0.90%,14.67%,19.10%,15.00%,20.40%,106.00%,-3.20%,"PRA Group, Inc.",Business Services,45.16,1.60%,-3.35%,,-2.49%,11.68%,15.33,4.50%,16.50%,8.60%,,,2.03,2.03,81.70%,31.20%,15.90%,4.85%,10.92%,24.52%,Business Services,USA,55.02%,7.80%,1.49,0.96,2.43%,2.43%,6.61%,9.21%,32.33%,-0.24%,20.60%,-0.24%,110.75%,72.33,0.84%,-0.12%,2.3,344.12,0.81,42.15,0.72%,277034,2/28/2017 16:30
5073,PRAH,"PRA Health Sciences, Inc.",Healthcare,Medical Laboratories & Research,USA,3750.94,48.25,20.75,2.57,2.12,5.06,28.79,38.16,,0.00%,1.27,255.30%,19.93%,269.30%,18.80%,25.40%,30.80%,12.30%,"PRA Health Sciences, Inc.",Medical Laboratories & Research,61.17,0.01%,-99.94%,98.80%,-1.70%,1.88%,2.65,3.70%,11.50%,8.40%,1.2,1.2,1.2,0,30.30%,8.30%,4.70%,3.56%,10.49%,12.53%,Medical Laboratories & Research,USA,52.73%,11.25%,,1.29,2.34%,2.23%,5.86%,8.58%,19.27%,-0.11%,16.21%,-0.11%,60.40%,76,0.29%,0.10%,2,435.26,0.42,61.32,0.39%,184309,2/22/2017 16:30
5074,PRAN,Prana Biotechnology Limited,Healthcare,Drug Manufacturers - Other,Australia,22.2,,,,221.99,0.14,1.01,,,,-4.01,-23.70%,,11.00%,,-1.80%,23.40%,-33.60%,Prana Biotechnology Limited,Drug Manufacturers - Other,8.15,18.70%,0.00%,2.30%,4.74%,2.44%,2.84,-20.10%,-21.60%,-42.60%,14.3,14.3,0,0,,,,1.76%,-10.81%,-20.89%,Drug Manufacturers - Other,Australia,-34.75%,41.72%,0.1,0.13,2.41%,5.55%,-4.67%,1.43%,-36.70%,-22.48%,51.97%,-65.47%,51.97%,47.97,1.76%,-1.73%,3,70.1,0.04,2.31,0.00%,3085,
5075,PRB,VanEck Vectors Pre-Refunded Muni ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,0.86%,,,,,,,,,,VanEck Vectors Pre-Refunded Muni ETF,Exchange Traded Fund,,,,,,,0.01,,,,,,,,,,,-0.10%,-0.01%,0.09%,Exchange Traded Fund,USA,-1.42%,0.73%,,0.03,0.12%,0.06%,0.06%,0.31%,-0.37%,-0.18%,0.93%,-3.44%,1.17%,55.52,0.00%,0.07%,,1.15,0.07,24.35,0.07%,86,
5076,PRCP,"Perceptron, Inc.",Technology,Scientific & Technical Instruments,USA,78.71,,22.37,,1.03,2.1,12.49,,,,-1.95,118.80%,533.33%,-58.70%,30.00%,6.30%,262.10%,26.70%,"Perceptron, Inc.",Scientific & Technical Instruments,9.08,4.51%,0.00%,76.40%,1.71%,3.96%,8.6,-25.80%,-43.70%,-57.40%,1.9,1.5,0,0.04,33.70%,-3.50%,-24.00%,5.33%,27.25%,33.44%,Scientific & Technical Instruments,USA,63.78%,28.01%,0.66,0.34,5.09%,4.66%,20.31%,24.32%,43.00%,-2.97%,42.62%,-2.97%,103.35%,80.63,3.28%,-1.79%,2,41.78,3.08,8.5,1.43%,128655,2/6/2017 16:30
5077,PRF,PowerShares FTSE RAFI US 1000 ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,2.15%,,,,,,,,,,PowerShares FTSE RAFI US 1000 ETF,Exchange Traded Fund,,,,,,,0.55,,,,,,,,,,,1.21%,3.30%,8.30%,Exchange Traded Fund,USA,29.02%,3.66%,,0.75,0.68%,0.66%,1.89%,2.41%,10.15%,-0.33%,5.30%,-0.33%,30.73%,66.68,0.43%,-0.41%,,198.66,0.8,103.19,0.02%,158709,
5078,PRFT,"Perficient, Inc.",Technology,Information Technology Services,USA,659.72,26.2,14.63,65.51,1.32,1.68,70.94,12.69,,0.00%,0.7,-4.00%,15.74%,24.00%,0.40%,17.10%,-26.70%,-1.40%,"Perficient, Inc.",Information Technology Services,34.82,1.10%,-8.45%,79.60%,-1.72%,2.05%,4.35,5.30%,6.80%,6.30%,3.4,3.4,0.08,0.08,31.70%,7.40%,4.90%,1.16%,3.57%,3.33%,Information Technology Services,USA,1.67%,4.57%,0.84,0.31,1.67%,1.77%,2.30%,1.40%,-5.86%,-6.97%,5.60%,-19.29%,29.26%,56.83,-0.05%,0.00%,2,163.91,0.59,18.29,-0.05%,96897,2/28/2017 8:30
5079,PRFZ,PowerShares FTSE RAFI US 1500 Sm-Mid ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,1.30%,,,,,,,,,,PowerShares FTSE RAFI US 1500 Sm-Mid ETF,Exchange Traded Fund,,,,,,,0.65,,,,,,,,,,,0.60%,3.30%,7.98%,Exchange Traded Fund,USA,40.62%,2.76%,,1.25,0.78%,0.97%,1.44%,1.75%,12.72%,-0.58%,4.58%,-0.58%,41.88%,58.45,0.13%,-0.27%,,40.16,0.92,118.47,-0.14%,37040,
5080,PRGO,Perrigo Company plc,Healthcare,Drug Related Products,Ireland,11917.03,,11.91,,2.11,1.4,,,0.69%,,-10.47,-95.80%,2.03%,-59.80%,4.20%,0.10%,,0.80%,Perrigo Company plc,Drug Related Products,137.24,0.10%,-9.39%,76.70%,3.10%,4.51%,3.82,,,0.60%,1.7,1.1,0.65,0.68,38.20%,,,6.39%,10.46%,-2.06%,Drug Related Products,Ireland,-34.31%,1.49%,0.73,2.23,2.87%,2.64%,9.26%,4.84%,-4.82%,-3.44%,17.58%,-41.87%,17.58%,65.9,1.66%,-0.04%,2.8,1621.8,0.79,84.47,1.62%,1282001,2/27/2017 16:30
5081,PRGS,Progress Software Corporation,Technology,Application Software,USA,1419.5,,16.81,,3.5,3.5,5.68,14.63,1.71%,,-1.16,-544.80%,5.26%,-25.10%,10.00%,4.00%,-708.10%,4.40%,Progress Software Corporation,Application Software,47.49,1.50%,-71.76%,93.70%,0.52%,1.47%,2.78,-6.80%,-11.60%,-9.30%,1.6,1.6,0.3,0.33,83.80%,-7.30%,-13.70%,1.53%,4.39%,-0.95%,Application Software,USA,19.19%,-8.39%,0.92,0.6,1.72%,1.55%,3.04%,-2.91%,3.48%,-9.92%,7.70%,-9.92%,29.60%,52.75,0.27%,0.14%,2.8,251.46,2.73,29.25,0.41%,687272,1/16/2017 16:30
5082,PRGX,"PRGX Global, Inc.",Services,Business Services,USA,129.68,16.3,25.11,2.72,0.96,2.51,9.82,99.76,,0.00%,0.36,122.70%,80.77%,-15.10%,6.00%,-5.60%,186.00%,5.10%,"PRGX Global, Inc.",Business Services,20.74,1.50%,100.05%,82.80%,5.56%,0.17%,1.14,4.00%,6.30%,9.00%,1.8,1.8,0,0,35.50%,4.80%,2.30%,-0.84%,-0.84%,8.66%,Business Services,USA,76.65%,0.00%,1.07,0.17,2.74%,2.80%,1.63%,1.97%,14.06%,-4.84%,15.69%,-4.84%,83.80%,55.8,0.85%,-1.68%,2.5,31.84,1.12,5.9,-0.84%,35585,1/26/2017 8:30
5083,PRI,"Primerica, Inc.",Financial,Life Insurance,USA,3687.05,18.6,13.99,1.43,2.43,3.07,17.39,,0.94%,15.20%,4.34,15.50%,10.33%,13.94%,13.00%,,18.60%,10.00%,"Primerica, Inc.",Life Insurance,45.36,0.50%,-6.48%,,-9.89%,12.37%,12.69,,,,,,0.31,0.72,,,,0.55%,10.95%,17.65%,Life Insurance,USA,89.30%,17.05%,1.17,1.69,1.40%,2.02%,5.22%,10.54%,33.30%,-0.92%,17.99%,-0.92%,100.99%,75.76,0.50%,-0.19%,2.4,442.03,0.79,80.75,0.31%,347343,2/8/2017 16:30
5084,PRIM,Primoris Services Corporation,Industrial Goods,Heavy Construction,USA,1313.32,52.6,22.49,4.68,0.69,2.67,,35.02,0.87%,45.90%,0.48,-41.70%,94.30%,-0.10%,11.25%,15.40%,-75.50%,-8.70%,Primoris Services Corporation,Heavy Construction,40.11,23.03%,-0.08%,76.30%,-3.01%,3.78%,7.06,2.20%,5.10%,5.80%,1.7,1.2,0.44,0.55,10.40%,2.70%,1.30%,3.35%,11.26%,5.42%,Heavy Construction,USA,24.32%,11.06%,1.69,0.61,1.99%,2.67%,3.68%,6.07%,20.35%,-0.47%,14.38%,-0.47%,56.87%,62.37,-0.28%,0.04%,2.6,214.6,0.74,25.3,-0.24%,158717,3/2/2017 8:30
5085,PRK,Park National Corporation,Financial,Regional - Midwest Banks,USA,1646.6,19.2,17.41,4.68,5.96,2.22,11.25,,3.50%,66.90%,5.59,6.30%,8.87%,2.50%,4.10%,-3.60%,-4.40%,6.70%,Park National Corporation,Regional - Midwest Banks,15.08,0.10%,0.00%,42.00%,4.26%,2.94%,11.45,1.20%,11.60%,11.00%,,,1.53,1.53,,88.00%,31.20%,3.47%,-2.76%,-5.10%,Regional - Midwest Banks,USA,32.58%,-9.50%,0.77,2.54,1.98%,2.20%,-0.77%,-5.22%,9.22%,-11.87%,4.75%,-11.87%,36.52%,44.89,-0.60%,0.59%,3,38.72,0.72,107.34,-0.02%,27892,1/23/2017 16:30
5086,PRKR,"ParkerVision, Inc.",Technology,Semiconductor - Integrated Circuits,USA,29.5,,0.79,,7.2,,26.82,,,,-1.69,29.20%,293.10%,13.10%,,,42.80%,72853.90%,"ParkerVision, Inc.",Semiconductor - Integrated Circuits,10.93,4.30%,0.00%,21.30%,-18.82%,17.03%,12.12,-142.80%,,,2.5,2.4,,,91.40%,,,0.46%,8.37%,-16.98%,Semiconductor - Integrated Circuits,USA,15.79%,19.57%,1.61,0.16,7.25%,9.08%,-1.61%,2.01%,-38.08%,-25.42%,19.57%,-73.11%,29.41%,50.77,-0.90%,-0.89%,1,153.66,1.1,2.2,-1.79%,168401,3/29/2017 16:30
5087,PRLB,"Proto Labs, Inc.",Industrial Goods,Machine Tools & Accessories,USA,1471.18,34.58,24.17,1.73,4.94,3.87,13.58,35.54,,0.00%,1.61,-9.00%,15.35%,32.00%,20.00%,24.70%,-22.40%,-1.90%,"Proto Labs, Inc.",Machine Tools & Accessories,24.35,0.20%,3.95%,94.60%,-0.23%,18.39%,17.21,10.80%,11.80%,10.60%,6.7,6.3,0,0,56.00%,20.80%,14.30%,-6.40%,7.54%,6.11%,Machine Tools & Accessories,USA,-14.32%,8.28%,0.71,1.78,2.10%,3.36%,3.38%,4.61%,-0.90%,-7.72%,10.65%,-32.24%,29.00%,54.5,0.72%,-0.81%,3,260.13,1.03,55.6,-0.09%,269069,2/9/2017 8:30
5088,PRME,First Trust Heitman Glbl Prm Rl Estt ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,5.51%,,,,,,,,,,First Trust Heitman Glbl Prm Rl Estt ETF,Exchange Traded Fund,,,,,,,,,,,,,,,,,,0.92%,3.02%,6.74%,Exchange Traded Fund,USA,9.14%,1.29%,,0.13,0.26%,0.40%,1.66%,2.51%,0.30%,0.36%,7.34%,-5.53%,10.48%,63.62,0.00%,1.34%,,6.79,0,19.6,1.34%,10,
5089,PRMW,Primo Water Corporation,Consumer Goods,Beverages - Soft Drinks,USA,379.17,72.7,1129.62,7.27,2.84,12.88,164.86,122.31,,0.00%,0.2,114.90%,200.00%,15.60%,10.00%,23.30%,62.70%,4.70%,Primo Water Corporation,Beverages - Soft Drinks,21.57,2.10%,-12.38%,65.80%,1.31%,2.10%,3.17,8.30%,20.00%,,1.2,0.8,0.49,0.62,29.90%,6.00%,4.30%,-1.04%,21.56%,11.50%,Beverages - Soft Drinks,USA,58.93%,19.58%,-0.11,0.44,2.16%,3.55%,4.83%,12.13%,19.70%,-4.58%,24.45%,-4.58%,72.76%,62.57,0.38%,0.48%,1.8,142.41,1.3,14.69,0.86%,185345,3/7/2017 16:30
5090,PRN,PowerShares DWA Industrials Momentum ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,0.57%,,,,,,,,,,PowerShares DWA Industrials Momentum ETF,Exchange Traded Fund,,,,,,,1.46,,,,,,,,,,,0.44%,4.02%,6.36%,Exchange Traded Fund,USA,27.61%,4.74%,,0.47,0.77%,0.80%,2.21%,3.08%,7.41%,-0.38%,5.29%,-0.38%,29.06%,65.64,0.21%,-0.59%,,20.95,0.98,52.32,-0.38%,20526,
5091,PRNT,The 3D Printing ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,The 3D Printing ETF,Exchange Traded Fund,,,,,,,,,,,,,,,,,,-0.56%,1.18%,7.19%,Exchange Traded Fund,USA,,8.87%,,0.27,0.88%,1.06%,0.33%,2.61%,5.46%,-1.46%,9.02%,-4.72%,17.47%,54.06,0.97%,-0.70%,,9.12,1.73,22.97,0.26%,15734,
5092,PRO,"PROS Holdings, Inc.",Technology,Application Software,USA,699.13,,,,4.56,,5.22,,,,-2.48,-11.20%,21.30%,-66.60%,15.00%,9.70%,-1.60%,-5.00%,"PROS Holdings, Inc.",Application Software,24.97,2.50%,0.00%,92.50%,-0.16%,10.73%,17.63,-31.70%,-462.70%,-55.40%,1.8,1.8,,,58.70%,-42.70%,-49.10%,-3.32%,11.82%,-10.02%,Application Software,USA,107.12%,6.83%,1.76,0.78,2.94%,3.52%,2.38%,3.88%,15.91%,-5.47%,13.03%,-10.41%,122.34%,54.56,0.35%,0.22%,2.3,151.9,0.63,22.99,0.57%,96132,2/7/2017 16:30
5093,PROV,"Provident Financial Holdings, Inc.",Financial,Savings & Loans,USA,151.42,21.88,20.98,,3.63,1.13,1.67,6.67,2.75%,56.50%,0.86,-18.10%,25.00%,-5.50%,-13.00%,-7.70%,61.70%,14.90%,"Provident Financial Holdings, Inc.",Savings & Loans,6.17,4.50%,-3.19%,60.30%,-0.78%,0.64%,2.19,0.60%,5.30%,21.50%,,,0,0,,87.70%,17.10%,1.02%,-0.37%,-5.41%,Savings & Loans,USA,8.88%,-6.63%,0.08,0.31,1.39%,1.65%,0.77%,-2.89%,-1.17%,-7.09%,3.74%,-8.62%,12.31%,47.01,-0.94%,0.05%,3,18.08,0.92,18.88,-0.89%,16621,1/27/2017 8:30
5094,PRPH,"ProPhase Labs, Inc.",Healthcare,Drug Related Products,USA,34.21,,,,1.58,5.34,85.51,,,,-0.21,53.00%,,2.20%,,7.30%,-73.20%,18.20%,"ProPhase Labs, Inc.",Drug Related Products,12.83,40.75%,0.00%,6.70%,6.01%,0.04%,0.29,-27.10%,-48.60%,-40.70%,1.6,0.9,0,0.23,51.00%,-15.50%,-16.50%,0.00%,1.50%,0.00%,Drug Related Products,USA,69.17%,1.50%,0.07,0.06,1.65%,3.19%,1.28%,0.78%,13.78%,-17.14%,6.84%,-17.14%,87.96%,53.17,0.15%,1.35%,,19.53,0.04,2.03,1.50%,818,3/28/2017 8:30
5095,PRQR,ProQR Therapeutics N.V.,Healthcare,Biotechnology,Netherlands,97.58,,,,33.65,1.51,1.41,,,,-1.66,-71.70%,-7.10%,,,,-60.30%,-66.70%,ProQR Therapeutics N.V.,Biotechnology,19.17,12.32%,0.00%,53.70%,3.72%,1.24%,5.46,-41.80%,-48.20%,-28.60%,8.9,8.9,0.06,0.09,,,,1.19%,-2.30%,-10.53%,Biotechnology,Netherlands,-9.38%,-13.27%,,0.22,4.86%,5.21%,4.58%,-2.27%,-15.66%,-18.27%,16.44%,-51.15%,19.62%,54.09,0.00%,2.41%,2.2,43.62,0.87,4.25,2.41%,38048,3/1/2017 8:30
5096,PRSC,The Providence Service Corporation,Healthcare,Specialized Health Services,USA,585.95,,27.31,,0.36,2.5,11.18,16.32,,0.00%,-2.12,-230.60%,-11.05%,-26.00%,15.00%,14.00%,137.70%,8.70%,The Providence Service Corporation,Specialized Health Services,13.98,0.40%,27.11%,92.40%,-4.83%,1.68%,2.47,0.50%,1.80%,1.30%,0.5,0.5,0,1.36,6.60%,2.30%,0.30%,0.32%,9.57%,5.77%,Specialized Health Services,USA,-10.49%,7.46%,1.01,0.99,2.43%,2.52%,3.50%,5.50%,-6.84%,-2.55%,14.70%,-26.03%,17.20%,60.77,-1.42%,0.29%,2,95.12,0.8,40.89,-1.14%,76513,3/9/2017 16:30
5097,PRSS,CafePress Inc.,Technology,Internet Information Providers,USA,55.11,,,,0.57,1.33,1.53,5.99,,,-1.71,57.90%,-11.80%,-54.80%,21.00%,-4.00%,4.70%,-1.50%,CafePress Inc.,Internet Information Providers,7.99,21.40%,3.57%,21.20%,0.31%,0.11%,0.38,-40.50%,-51.00%,-8.90%,3.5,3.3,0,0.01,40.80%,-29.90%,-29.50%,-2.65%,-3.23%,17.02%,Internet Information Providers,USA,-5.71%,12.24%,1.22,0.14,2.19%,3.77%,-2.77%,2.54%,5.57%,-11.36%,15.38%,-17.29%,17.86%,47.03,0.00%,-0.30%,3.3,23.66,0.59,3.3,-0.30%,13962,3/7/2017 16:30
5098,PRTA,Prothena Corporation plc,Healthcare,Biotechnology,Ireland,1910.78,,,,1737.07,5.23,4.94,,,,-4.66,-75.30%,-0.80%,-17.80%,,16.10%,-85.00%,-33.30%,Prothena Corporation plc,Biotechnology,34.14,20.17%,-0.93%,81.50%,1.30%,18.18%,19.62,-33.10%,-38.50%,-44.00%,9.5,9.5,0,0,,,,6.17%,12.97%,-14.20%,Biotechnology,Ireland,59.04%,12.26%,2.5,2.77,6.47%,5.27%,9.92%,8.19%,7.49%,-3.63%,22.36%,-19.01%,95.19%,66.4,2.39%,-0.22%,1.7,316.31,1.23,55.22,2.16%,389723,2/14/2017 16:30
5099,PRTK,"Paratek Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,364.31,,,,,4.26,3.02,,,,-5.17,45.10%,,12.40%,,,21.70%,,"Paratek Pharmaceuticals, Inc.",Biotechnology,22.49,1.30%,0.00%,89.00%,5.71%,2.98%,4.11,-83.10%,-127.20%,,5.9,5.9,0.24,0.24,,,,3.87%,11.81%,25.29%,Biotechnology,USA,15.74%,4.55%,1.45,0.44,2.45%,2.94%,6.34%,9.00%,16.97%,-2.13%,22.90%,-14.91%,64.29%,68.03,0.94%,0.00%,,162.76,1.07,16.1,0.94%,174033,2/28/2017 8:30
5100,PRTO,"Proteon Therapeutics, Inc.",Healthcare,Biotechnology,USA,32.41,,,,,0.73,0.69,,,,-1.69,59.00%,2.30%,,,,-31.10%,,"Proteon Therapeutics, Inc.",Biotechnology,15.35,0.20%,0.00%,69.30%,-16.60%,1.40%,0.82,-47.70%,-51.50%,,10,10,0,0,,,,0.00%,0.00%,-79.26%,Biotechnology,USA,-72.06%,2.63%,,0.09,3.64%,5.15%,-1.45%,-30.17%,-72.02%,-81.56%,11.43%,-83.23%,11.43%,48.73,0.00%,0.00%,2.8,260.5,0.13,1.95,0.00%,32989,3/13/2017 8:30
5101,PRTS,"U.S. Auto Parts Network, Inc.",Services,"Specialty Retail, Other",USA,115.11,100.31,29.18,6.69,0.38,4.52,15.35,10.46,,0.00%,0.03,78.90%,83.33%,37.20%,15.00%,2.10%,-199.40%,4.10%,"U.S. Auto Parts Network, Inc.","Specialty Retail, Other",26.03,55.76%,0.00%,61.80%,-0.41%,0.72%,2.13,1.70%,6.10%,-2.90%,1.4,0.3,0.4,0.42,30.30%,0.40%,0.50%,-4.75%,-11.08%,7.00%,"Specialty Retail, Other",USA,17.15%,-8.81%,1.07,0.13,4.18%,4.04%,-4.93%,-6.45%,-8.31%,-14.17%,10.31%,-28.51%,33.69%,38,-2.43%,0.00%,2,87.61,0.56,3.21,-2.43%,49100,3/6/2017 16:30
5102,PRTY,Party City Holdco Inc.,Services,"Specialty Retail, Other",USA,1856.78,16.03,12.09,1.17,0.8,1.98,39.01,9.57,,0.00%,0.97,-80.90%,13.50%,-26.30%,13.66%,7.50%,122.70%,0.30%,Party City Holdco Inc.,"Specialty Retail, Other",117.66,,,,,3.29%,9.77,3.50%,12.80%,9.80%,1.7,0.5,1.74,1.98,20.10%,12.30%,5.10%,0.97%,4.01%,-8.80%,"Specialty Retail, Other",USA,71.44%,9.51%,,0.55,3.75%,3.63%,5.80%,4.18%,0.42%,-10.89%,21.96%,-18.59%,73.55%,56.07,1.97%,0.00%,2.5,395.46,0.93,15.55,1.97%,369654,3/9/2017 8:30
5103,PRU,"Prudential Financial, Inc.",Financial,Life Insurance,USA,48207.3,10.48,10.02,1.17,0.76,0.85,3.41,3.58,2.70%,,10.61,14.20%,6.31%,7.40%,8.95%,,-61.60%,-15.80%,"Prudential Financial, Inc.",Life Insurance,427.48,0.20%,-57.02%,67.60%,0.44%,1.11%,2.28,0.50%,8.40%,,,,0.39,0.46,,,,2.17%,6.06%,14.60%,Life Insurance,USA,74.35%,6.77%,1.68,1.92,1.44%,1.55%,3.68%,4.76%,28.90%,-1.04%,9.05%,-1.04%,81.98%,63.35,0.75%,-1.63%,2.5,2082.63,1.21,111.11,-0.89%,2518715,2/8/2017 16:30
5104,PRXL,PAREXEL International Corporation,Healthcare,Medical Laboratories & Research,USA,3395.55,23.54,17.2,1.72,1.4,6.43,13.45,16.04,,0.00%,2.81,8.00%,18.55%,28.50%,13.69%,11.30%,-43.30%,1.30%,PAREXEL International Corporation,Medical Laboratories & Research,49.95,2.00%,-0.76%,,-0.16%,7.68%,3.8,7.10%,24.40%,14.40%,1.6,1.6,1.41,1.45,30.20%,10.20%,6.20%,2.76%,-6.64%,18.30%,Medical Laboratories & Research,USA,13.09%,0.72%,0.8,1.76,2.65%,2.29%,-1.15%,-0.96%,2.52%,-8.48%,11.11%,-8.48%,29.38%,49.06,-0.63%,-0.05%,3.2,1007.91,0.9,66.19,-0.68%,911409,2/1/2017 16:30
5105,PSA,Public Storage,Financial,REIT - Industrial,USA,38268.58,34.61,30.32,4.17,15.19,7.75,669.03,,3.54%,106.80%,6.52,15.70%,11.30%,9.20%,8.30%,7.90%,12.80%,7.10%,Public Storage,REIT - Industrial,148.32,9.50%,-0.43%,80.90%,1.88%,3.53%,6.45,11.40%,22.40%,22.70%,,,0.09,0,73.70%,53.40%,45.00%,2.72%,4.84%,9.43%,REIT - Industrial,USA,-7.53%,1.01%,0.5,4.02,2.19%,1.74%,3.70%,3.22%,-0.01%,-1.46%,7.45%,-16.62%,13.55%,63.48,2.16%,0.16%,2.9,810.68,1.42,225.76,2.32%,1151438,2/22/2017 16:30
5106,PSAU,PowerShares Global Gold & Prec Mtls ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,1.00%,,,,,,,,,,PowerShares Global Gold & Prec Mtls ETF,Exchange Traded Fund,,,,,,,0.06,,,,,,,,,,,-2.10%,8.63%,13.10%,Exchange Traded Fund,USA,32.04%,19.57%,,0.53,1.75%,2.22%,1.70%,10.74%,-1.51%,-4.45%,33.04%,-22.55%,39.20%,61.38,-1.22%,-0.51%,,26.27,0.55,21.02,-1.73%,14330,
5107,PSB,"PS Business Parks, Inc.",Financial,REIT - Diversified,USA,3136.69,48.56,42.59,,8.16,4.27,627.34,25.19,2.58%,118.80%,2.39,-39.80%,4.20%,297.50%,,6.20%,-12.50%,4.30%,"PS Business Parks, Inc.",REIT - Diversified,26.78,0.40%,-15.06%,73.60%,-1.28%,2.00%,5.37,3.10%,8.80%,13.50%,,,0.08,0.08,68.40%,38.10%,16.90%,2.70%,-2.47%,7.67%,REIT - Diversified,USA,27.81%,-0.22%,0.61,2.06,1.93%,1.79%,1.67%,1.22%,7.48%,-4.56%,6.04%,-4.56%,33.56%,58.29,0.53%,0.00%,3.5,99.85,1.19,116.26,0.53%,118601,2/21/2017 16:30
5108,PSC,Principal US Small Cap ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,Principal US Small Cap ETF,Exchange Traded Fund,,,,,,,0.96,,,,,,,,,,,1.45%,1.15%,,Exchange Traded Fund,USA,,3.10%,,0.25,0.25%,0.13%,2.10%,2.69%,3.54%,-0.47%,10.76%,-0.47%,18.35%,59.95,-0.08%,0.04%,,0.91,0.31,28.49,-0.04%,283,
